Sample.ID,Method,Region,Date.yymmdd,Port,Location,Vessel,Angler.no,Drift.no,Time.min,Lat,Long,Depth.ft,TL.cm,Color,Sex,FultonsK,HSI
HL1586,Hook and Line,Southern California,20161019,SDG,South La Jolla SMR,OUTER LIMITS,11,9,14,32.80288,-117.30822,108,57,BR,M,1.090429984,2.886996137
HL1587,Hook and Line,Southern California,20161020,SDG,SAN CLEMENTE,OUTER LIMITS,8,2,45,32.79551,-118.47439,342,65.6,BL,F,1.037582601,2.314704175
HL1588,Hook and Line,Southern California,20161020,SDG,SAN CLEMENTE,OUTER LIMITS,8,5,22,32.77522,-118.42297,298,60.8,BR,M,1.257943558,3.002864924
HL1589,Hook and Line,Southern California,20161019,SDG,South La Jolla SMR,OUTER LIMITS,11,10,15,32.80579,-117.3097,108,57.1,BR,M,1.10603562,2.233985722
HL1590,Hook and Line,Southern California,20161019,SDG,South La Jolla SMR,OUTER LIMITS,11,5,24,32.79882,-117.30597,108,50,BR,M,1.08584,1.731378472
HL1591,Hook and Line,Southern California,20160920,SBA,SANTA BARBARA CHANNEL,STARDUST,10,1,18,34.20324,-119.63188,555,64.9,BR,F,0.93554476,2.350043012
HL1592,Hook and Line,Southern California,20160920,SBA,SANTA BARBARA CHANNEL,STARDUST,10,3,15,34.2008,-119.63054,547,67.9,BR,F,0.777615263,2.842706322
HL1593,Hook and Line,Southern California,20160920,SBA,SANTA BARBARA CHANNEL,STARDUST,10,6,17,34.2015,-119.63068,512,77.9,BR,F,0.989784554,3.530668946
HL1594,Hook and Line,Southern California,20160920,SBA,SANTA BARBARA CHANNEL,STARDUST,10,3,15,34.20262,-119.63165,547,70.1,BR,F,1.025975686,3.627412144
HL1595,Hook and Line,Southern California,20160920,SBA,SANTA BARBARA CHANNEL,STARDUST,10,3,15,34.2008,-119.63054,547,75.5,BR,F,0.986688454,1.81801055
HL1596,Hook and Line,Southern California,20160920,SBA,SANTA BARBARA CHANNEL,STARDUST,10,4,19,34.19589,-119.58462,515,62.5,BR,F,0.945152,1.919826652
HL1597,Hook and Line,Southern California,20160920,SBA,SANTA BARBARA CHANNEL,STARDUST,10,5,28,34.19923,-119.59031,515,61.5,BR,F,1.000952782,2.134604647
HL1598,Hook and Line,Southern California,20160920,SBA,SANTA BARBARA CHANNEL,STARDUST,10,6,17,34.2015,-119.63068,512,73.7,BR,F,0.934812543,2.821869489
HL1599,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,10,24,36.58847,-121.98231,120,69,BR,F,1.168369816,1.821166172
HL1600,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,10,24,36.58847,-121.98231,120,47.1,BR,M,0.898962552,0.819759395
HL1601,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.59525,-121.98116,130,48.6,BR,M,1.013491829,1.676121712
HL1602,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,10,24,36.58847,-121.98231,120,57.6,BR,F,1.292549207,1.914902231
HL1603,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.59525,-121.98116,130,52,BR,M,1.095812472,1.479750779
HL1604,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,10,1,12,36.47347,-121.9473,140,36,BR,M,0.834190672,1.079136691
HL1605,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,10,24,36.58847,-121.98231,120,54.1,BR,M,1.064920751,1.72577393
HL1606,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.58908,-121.98245,90,53.7,BR,M,0.972528002,1.474103586
HL1607,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,7,25,36.57563,-121.98608,160,70.5,BR,F,0.976391087,2.265220822
HL1608,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.58908,-121.98245,90,58,BR,M,0.993634425,1.372053438
HL1609,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5715,-121.98511,170,62,BL,F,1.087744621,2.403178522
HL1610,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,10,1,12,36.4753,-121.94859,162,50,BR,M,0.91808,1.490066225
HL1611,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,10,24,36.58847,-121.98231,120,58.5,BR,M,1.128162671,1.837421411
HL1612,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.58908,-121.98245,90,55.9,BR,M,1.131288818,1.194271545
HL1613,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.57163,-121.98465,160,56,BR,M,1.053833364,1.242773005
HL1614,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,10,4,18,36.44503,-121.95189,234,55.4,BL,F,0.985052978,1.964296376
HL1615,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,10,24,36.58847,-121.98231,120,58.2,BR,M,0.96830957,0.87484939
HL1616,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.5763,-121.9836,100,57.5,BR,M,1.093423194,2.030114976
HL1617,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5769,-121.98599,170,33.1,BR,M,0.38412019,2.010050251
HL1618,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5769,-121.98599,170,40.2,BL,F,0.815826316,0.660377358
HL1619,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5715,-121.98511,170,43.2,BR,F,1.946377426,1.950038236
HL1620,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,56.9,BR,M,0.919498381,1.835999764
HL1621,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,57.6,BR,M,0.935725878,1.974052119
HL1622,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,53,BR,M,0.980339475,1.144227475
HL1623,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26264,-121.99131,250,48.5,BL,F,1.003382372,0.978422294
HL1624,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,54.1,BR,M,1.041616531,1.958406597
HL1625,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26264,-121.99131,250,50.2,BR,M,0.299590514,3.746701847
HL1626,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,49.2,BL,M,0.964520167,0.818316358
HL1627,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,8,1,18,36.27927,-121.98186,200,52.5,BR,M,1.083114135,1.74184904
HL1628,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,8,1,18,36.27927,-121.98186,190,49.5,BR,M,0.914769571,1.153672826
HL1629,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,52.6,BR,M,0.96838091,1.44043142
HL1630,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,63,BR,M,1.10271269,1.214956661
HL1631,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26257,-121.98383,190,53.6,BR,M,0.934407345,1.320453124
HL1632,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,48.5,BL,F,0.964113105,0.945540504
HL1633,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,63,BL,F,0.885753478,1.246162182
HL1634,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,67.8,BR,F,0.983938717,2.475053806
HL1635,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,62,BR,M,1.047170286,2.78879673
HL1636,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,57.9,BR,M,1.055565218,1.186002245
HL1637,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,8,1,18,36.27927,-121.98186,190,58,BR,M,1.008343926,1.992477381
HL1638,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,57,BR,M,1.111111111,1.802983914
HL1639,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,56.4,BR,M,0.907716962,0.810561867
HL1640,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26257,-121.98383,190,40.7,BR,M,0.874677389,1.017466508
HL1641,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,8,1,18,36.27927,-121.98186,190,58,BR,M,0.962524089,1.395101171
HL1642,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,8,1,18,36.27927,-121.98186,190,63.5,BR,M,0.960054833,1.724839313
HL1643,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,45.4,BL,F,0.864318053,1.100395648
HL1644,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,36.4,BR,F,0.807820365,0.847022587
HL1645,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,33.3,BR,F,0.675404187,0.801924619
HL1646,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,8,1,18,36.27927,-121.98186,190,43.2,BR,M,0.865897324,0.701905171
HL1647,Hook and Line,Southern California,20160919,SBA,Carrington Point SMR (Santa Rosa),STARDUST,10,5,11,34.08877,-120.05109,240,78.1,BR,F,1.12095494,1.711610487
HL1648,Hook and Line,Southern California,20160919,SBA,Carrington Point SMR (Santa Rosa),STARDUST,10,10,8,34.04996,-120.04265,80,56.6,BR,M,1.069647032,2.593451921
HL1649,Hook and Line,Southern California,20160919,SBA,Carrington Point SMR (Santa Rosa),STARDUST,10,5,11,34.08877,-120.05109,240,51.5,BL,F,1.773617747,1.907042021
HL1650,Hook and Line,Southern California,20160919,SBA,Carrington Point SMR (Santa Rosa),STARDUST,10,5,11,34.08841,-120.04931,240,57.6,BR,M,1.099093297,3.413635498
HL1651,Hook and Line,Southern California,20160919,SBA,Carrington Point SMR (Santa Rosa),STARDUST,10,17,14,34.05996,-120.0039,145,62.3,BL,F,1.05539864,2.923197492
HL1652,Hook and Line,Southern California,20160919,SBA,Carrington Point SMR (Santa Rosa),STARDUST,10,4,16,34.08841,-120.05081,240,63.7,BR,M,1.176400708,2.052159042
HL1653,Hook and Line,Southern California,20160919,SBA,Carrington Point SMR (Santa Rosa),STARDUST,10,4,16,34.0902,-120.04937,240,79,BR,F,1.050261744,2.060561585
HL1654,Hook and Line,Southern California,20160919,SBA,Carrington Point SMR (Santa Rosa),STARDUST,10,5,11,34.08841,-120.04931,240,51,BR,M,1.961010471,2.994656518
HL1655,Hook and Line,Southern California,20160919,SBA,Carrington Point SMR (Santa Rosa),STARDUST,10,13,10,34.06333,-120.07434,124,81,BL,F,1.053569446,1.06802879
HL1656,Hook and Line,Southern California,20160919,SBA,Carrington Point SMR (Santa Rosa),STARDUST,10,11,15,34.05327,-120.0549,93,81.3,BR,F,1.013923802,1.998715243
HL1657,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,5,33,33.36592,-119.04939,223,64.2,BR,M,1.284909546,1.57941641
HL1658,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,5,33,33.36592,-119.04939,223,61.1,BR,M,1.166159638,1.616541353
HL1659,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,69.6,BR,M,1.005209686,2.012333658
HL1660,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,5,33,33.36581,-119.04386,222,70.6,BR,F,1.332411409,3.348476123
HL1661,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,93.4,BR,F,1.522140004,2.91321631
HL1662,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,6,50,33.36346,-119.05805,192,67.8,BR,M,1.132238617,1.830650646
HL1663,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,66.5,BR,M,1.2631953,1.216754603
HL1664,Hook and Line,Southern California,20170152,SDG,South La Jolla SMR,OUTER LIMITS,16,9,20,32.80404,-117.30859,102,50,BR,M,1.071992,0.828364391
HL1665,Hook and Line,Southern California,20170151,SDG,South La Jolla SMR,OUTER LIMITS,16,9,20,32.80813,-117.30997,102,58.2,BL,F,0.895822044,1.262740657
HL1666,Hook and Line,Southern California,20170148,SDG,South La Jolla SMR,OUTER LIMITS,16,9,20,32.80813,-117.30997,102,57.3,BR,F,0.813256541,1.875816993
HL1667,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,5,33,33.36581,-119.04386,222,64,BR,M,1.22069931,1.696880303
HL1668,Hook and Line,Southern California,20170150,SDG,South La Jolla SMR,OUTER LIMITS,16,9,20,32.80813,-117.30997,102,62.2,BR,M,1.142772973,1.494550889
HL1669,Hook and Line,Southern California,20170162,SDG,South La Jolla SMR,OUTER LIMITS,16,12,16,32.80875,-117.30962,108,50.4,BR,M,1.171654729,2.4
HL1670,Hook and Line,Southern California,20170164,SDG,South La Jolla SMR,OUTER LIMITS,16,12,16,32.80455,-117.30883,120,50.5,BR,M,1.04823736,2.666666667
HL1671,Hook and Line,Southern California,20170163,SDG,South La Jolla SMR,OUTER LIMITS,16,12,16,32.80455,-117.30883,108,60.1,BR,F,1.082536624,2.463840272
HL1672,Hook and Line,Southern California,20170154,SDG,South La Jolla SMR,OUTER LIMITS,16,9,20,32.80404,-117.30859,102,54.3,BR,M,1.111534401,1.269948303
HL1673,Hook and Line,Southern California,20170153,SDG,South La Jolla SMR,OUTER LIMITS,16,9,20,32.80404,-117.30859,102,55,BR,M,1.226145755,1.843137255
HL1674,Hook and Line,Southern California,20170165,SDG,South La Jolla SMR,OUTER LIMITS,16,13,27,32.81046,-117.30993,114,50.2,BR,M,1.126665858,2.027643303
HL1675,Hook and Line,Southern California,20170159,SDG,South La Jolla SMR,OUTER LIMITS,16,11,16,32.80835,-117.30983,108,58.1,BR,F,1.286132049,2.438154139
HL1676,Hook and Line,Southern California,20170155,SDG,South La Jolla SMR,OUTER LIMITS,16,9,20,32.80404,-117.30859,102,57.2,BR,M,1.179219272,1.894059541
HL1677,Hook and Line,Southern California,20170147,SDG,South La Jolla SMR,OUTER LIMITS,16,8,13,32.80545,-117.30894,108,53.2,BR,M,1.075913698,1.814826017
HL1678,Hook and Line,Southern California,20170149,SDG,South La Jolla SMR,OUTER LIMITS,16,9,20,32.80813,-117.30997,102,73.1,BL,F,1.410585671,2.274047187
HL1679,Hook and Line,Southern California,20170146,SDG,South La Jolla SMR,OUTER LIMITS,16,8,13,32.80835,-117.31028,108,64,BR,F,0.997085571,1.702502104
HL1680,Hook and Line,Southern California,20170141,SDG,South La Jolla SMR,OUTER LIMITS,16,6,15,32.80536,-117.30859,108,67,BR,F,1.140432832,1.335276968
HL1681,Hook and Line,Southern California,20170139,SDG,South La Jolla SMR,OUTER LIMITS,16,6,15,32.80536,-117.30859,108,68.7,BR,F,1.057849558,1.221574344
HL1682,Hook and Line,Southern California,20170140,SDG,South La Jolla SMR,OUTER LIMITS,16,6,15,32.80536,-117.30859,108,57.5,BR,M,1.11514753,2.797169811
HL1683,Hook and Line,Southern California,20170156,SDG,South La Jolla SMR,OUTER LIMITS,16,9,20,32.80404,-117.30859,102,49.4,BR,M,1.070061807,1.76744186
HL1684,Hook and Line,Southern California,20170161,SDG,South La Jolla SMR,OUTER LIMITS,16,12,16,32.80875,-117.30962,108,53,BR,M,0.98551153,2.099236641
HL1685,Hook and Line,Southern California,20170166,SDG,South La Jolla SMR,OUTER LIMITS,16,13,27,32.81032,-117.30823,114,57.1,BR,M,1.120699684,1.495398773
HL1686,Hook and Line,Southern California,20170144,SDG,South La Jolla SMR,OUTER LIMITS,16,7,14,32.80576,-117.3083,108,56.4,BR,M,1.024323894,1.534526854
HL1687,Hook and Line,Southern California,20170134,SDG,South La Jolla SMR,OUTER LIMITS,16,5,32,32.80329,-117.30956,84,55.4,BL,F,1.272882059,3.160375179
HL1688,Hook and Line,Southern California,20170143,SDG,South La Jolla SMR,OUTER LIMITS,16,7,14,32.80576,-117.3083,108,50.2,BR,M,1.067142993,1.17037037
HL1689,Hook and Line,Southern California,20170138,SDG,South La Jolla SMR,OUTER LIMITS,16,6,15,32.80848,-117.31064,108,52,BR,M,0.967228038,1.661764706
HL1690,Hook and Line,Southern California,20170127,SDG,South La Jolla SMR,OUTER LIMITS,16,1,17,32.80728,-117.30872,96,65.5,BL,F,1.019709611,1.769324725
HL1691,Hook and Line,Southern California,20170137,SDG,South La Jolla SMR,OUTER LIMITS,16,6,15,32.80848,-117.31064,108,58,BR,M,1.14293329,2.201793722
HL1692,Hook and Line,Southern California,20170136,SDG,South La Jolla SMR,OUTER LIMITS,16,6,15,32.80848,-117.31064,108,49.1,BR,M,0.946179526,1.589285714
HL1693,Hook and Line,Southern California,20170142,SDG,South La Jolla SMR,OUTER LIMITS,16,7,14,32.80808,-117.3101,108,43.2,BR,M,0.86824161,1.585736939
HL1694,Hook and Line,Southern California,20170131,SDG,South La Jolla SMR,OUTER LIMITS,16,3,38,32.80503,-117.3071,114,54.5,BR,F,1.22270621,2.379629162
HL1695,Hook and Line,Southern California,20170145,SDG,South La Jolla SMR,OUTER LIMITS,16,8,13,32.80835,-117.31028,108,56.4,BR,M,1.18725031,1.9342723
HL1696,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,65,BR,M,1.201857078,1.6087984
HL1697,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,3,45,32.32101,-118.47538,210,61.7,BR,M,1.14856151,1.608718215
HL1698,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,4,31,33.32039,-119.47417,204,52,BR,M,1.152139281,1.641975309
HL1699,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,2,36,33.32108,-119.48101,174,79,BR,F,1.078941017,2.379878186
HL1700,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,3,46,33.31989,-119.47824,168,67.3,BR,M,1.082601806,0.963636364
HL1701,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,4,31,33.32039,-119.47417,204,57.9,BR,M,1.20105383,1.132415391
HL1702,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,6,50,33.36346,-119.05805,192,69.5,BR,M,1.051526669,1.654390935
HL1703,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,6,50,33.36351,-119.05712,192,64.3,BR,M,1.053234587,1.314285714
HL1704,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,5,33,33.36581,-119.04386,222,68.9,BR,F,1.274539779,2.401170601
HL1705,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,4,31,33.31929,-119.47725,156,55.3,BR,M,1.097140276,13.31249326
HL1706,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,4,31,33.32039,-119.47417,204,59.4,BR,M,1.078180445,0.924901536
HL1707,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,7,18,33.36348,-119.05712,138,75.2,BR,M,1.359171679,1.271626298
HL1708,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,68.8,BR,M,1.028524562,0.985221675
HL1709,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,4,31,33.32039,-119.47417,204,60.6,BR,M,1.15931601,1.794573643
HL1710,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,5,33,33.36581,-119.04386,222,66,BR,M,0.80348944,2.186147186
HL1711,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,4,31,33.32039,-119.47417,204,79.9,BR,F,1.419378519,2.400552486
HL1712,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,63.5,BR,M,1.171655887,1.456666667
HL1713,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,6,50,33.36351,-119.05712,192,68,BR,M,1.134553735,1.241800751
HL1714,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,5,33,33.36581,-119.04386,222,65.5,BL,F,1.200093768,2.701340292
HL1715,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,5,33,33.36592,-119.04939,223,83.2,BR,F,1.41496272,2.893535562
HL1716,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,6,50,33.36346,-119.05805,192,81.5,BR,F,1.184959546,3.410915553
HL1717,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,66.4,BR,M,1.15741854,1.971431944
HL1718,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,65.2,BR,M,1.158143156,1.604361371
HL1719,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,60,BR,M,1.194305556,1.279218514
HL1720,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,71,BR,F,1.165122055,3.148605549
HL1721,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,71.6,BR,M,1.206881581,1.225733634
HL1722,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,76.2,BR,F,1.236160244,2.896112919
HL1723,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,66.6,BR,M,0.930914953,1.890909091
HL1724,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,76.5,BR,F,1.139006644,2.876865452
HL1725,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,65.8,BR,M,1.232018027,1.49576911
HL1726,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,60.5,BR,M,1.096705109,1.894095364
HL1727,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,14,2,34,33.36091,-119.03294,186,62.2,BR,M,1.130306313,1.481623094
HL1728,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,64,BR,M,1.209255219,1.42902659
HL1729,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,63,BR,M,1.178578427,1.476077367
HL1730,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,14,1,28,33.35984,-119.02694,186,65.2,BR,M,1.060725638,1.5612298
HL1731,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,14,2,34,33.36091,-119.03294,186,67.4,BR,M,1.309675189,1.733171404
HL1732,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,73.2,BR,F,1.436733079,2.807353776
HL1733,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,8,18,33.36351,-119.05712,228,81.4,BR,F,1.293530978,1.545143119
HL1734,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,8,18,33.36351,-119.05712,228,87.5,BR,F,1.444944606,2.644628099
HL1735,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,8,18,33.36351,-119.05712,228,70.2,BR,M,1.167801298,1.222775304
HL1736,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,8,18,33.36351,-119.05712,228,82.5,BR,F,1.259395052,3.106749438
HL1737,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,14,1,28,33.3591,-119.03501,180,68.8,BR,M,1.130007494,1.543482455
HL1738,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,72.5,BR,F,1.382915905,3.407976106
HL1739,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,8,18,33.36351,-119.05712,228,97,BR,F,1.093491316,1.504008016
HL1740,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,3,46,33.31989,-119.47824,168,65.4,BR,M,1.108222716,0.909680354
HL1741,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,2,36,33.32108,-119.48101,174,62.8,BR,M,1.18276849,1.792175872
HL1742,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,62.9,BR,M,1.17737737,1.505119454
HL1743,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36524,-119.04386,234,65.9,BR,M,1.103213597,1.320748741
HL1744,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,5,33,33.36592,-119.04939,223,68.2,BR,F,1.185758909,3.5492104
HL1745,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,8,18,33.36351,-119.05712,228,69.3,BR,F,1.269513398,2.717095453
HL1746,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,8,18,33.36351,-119.05712,228,84.3,BR,F,1.091679172,1.831804281
HL1747,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,3,46,33.31989,-119.47824,168,87.2,BR,F,1.265355351,2.460071514
HL1748,Hook and Line,Southern California,20170127,LOS,SAN NICHOLAS ISLAND,TORONADO,15,3,46,33.31989,-119.47824,168,77.5,BR,F,1.297573093,2.600993377
HL1749,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,4,44,33.36501,-119.05769,204,69.5,BR,M,1.251108218,1.121428571
HL1750,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,8,18,33.36351,-119.05712,228,67.6,BR,M,1.317511217,1.245700246
HL1751,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,6,50,33.36351,-119.05712,192,60.2,BR,M,1.099844483,1.516982705
HL1752,Hook and Line,Southern California,20170124,LOS,OSBORNE BANK (SB Island),TORONADO,15,8,18,33.36351,-119.05712,228,66.5,BR,M,1.094839535,0.97835202
